"year","duration","years","track","artist"
"1980","2.57","Years 1980-1989","Teacher Teacher","Rockpile"
"1980","5.01","Years 1980-1989","Dear God","Midge Ure"
"1980","3.41","Years 1980-1989","Women","Foreigner"
"1980","2.71","Years 1980-1989","Wrap It Up","The Fabulous Thunderbirds"
"1980","3.55","Years 1980-1989","Take Me To Heart","Quarterflash"
"1980","5.7","Years 1980-1989","Making Love Out Of Nothing At All","Air Supply"
"1980","4.5","Years 1980-1989","Shock","The Motels"
"1980","3.33","Years 1980-1989","You Spin Me Round (Like A Record)","Dead Or Alive"
"1980","5.56","Years 1980-1989","Lucky Star","Madonna"
"1980","3.75","Years 1980-1989","The Language Of Love","Dan Fogelberg"
"1980","4.26","Years 1980-1989","Find Your Way Back","Jefferson Starship"
"1980","3.64","Years 1980-1989","In It For Love","England Dan & John Ford Coley"
"1980","5.64","Years 1980-1989","Baby Talk","Alisha"
"1980","3.29","Years 1980-1989","Your Daddy Don't Know","Toronto"
"1980","4.45","Years 1980-1989","Faithfully","Journey"
"1980","4.31","Years 1980-1989","New Moon On Monday","Duran Duran"
"1980","4.85","Years 1980-1989","I Wanna Dance With Somebody (Who Loves Me)","Whitney Houston"
"1980","4.77","Years 1980-1989","Tonight It's You","Cheap Trick"
"1980","4.6","Years 1980-1989","I Can't Wait","Stevie Nicks"
"1980","4.98","Years 1980-1989","The Hunter","GTR"
"1980","4.71","Years 1980-1989","The Good Lord Loves You","Neil Diamond"
"1980","3.99","Years 1980-1989","Who's That Girl","Madonna"
"1980","5.51","Years 1980-1989","Janie's Got A Gun","Aerosmith"
"1980","4.62","Years 1980-1989","Love Is Contagious","Taja Sevelle"
"1980","3.6","Years 1980-1989","Sugar Free","Wa Wa Nee"
"1980","3.49","Years 1980-1989","Keep This Train A-Rollin'","The Doobie Brothers"
"1980","3.23","Years 1980-1989","Do You Wanna Hold Me?","Bow Wow Wow"
"1980","4.68","Years 1980-1989","Emotion In Motion","Ric Ocasek"
"1980","3.82","Years 1980-1989","Turn It On Again","Genesis"
"1980","3.72","Years 1980-1989","Making Love","Roberta Flack"
"1980","4.43","Years 1980-1989","Heartache Tonight","Eagles"
"1980","3.92","Years 1980-1989","I Wanna Go Back","Eddie Money"
"1980","3.37","Years 1980-1989","Still","John Schneider"
"1980","6.27","Years 1980-1989","Girlfriend","Bobby Brown"
"1980","3.31","Years 1980-1989","The Sun And The Rain","Madness"
"1980","4.06","Years 1980-1989","Rough Boys","Pete Townshend"
"1980","4.3","Years 1980-1989","Should've Never Let You Go","Neil Sedaka & Dara Sedaka"
"1980","4.43","Years 1980-1989","Smooth Up","BulletBoys"
"1980","5.4","Years 1980-1989","Sing A Simple Song","West Street Mob"
"1980","3.86","Years 1980-1989","The Beach Boys Medley","The Beach Boys"
"1980","5.26","Years 1980-1989","Just Another Night","Mick Jagger"
"1980","4.04","Years 1980-1989","State Of the Heart","Rick Springfield"
"1980","3.94","Years 1980-1989","Trouble","Lindsey Buckingham"
"1980","5.19","Years 1980-1989","Somewhere In America","Survivor"
"1980","4.17","Years 1980-1989","Sweet Sweet Baby(I'm Falling)","Lone Justice"
"1980","4.19","Years 1980-1989","Back In Stride","Maze Featuring Frankie Beverly"
"1980","4.12","Years 1980-1989","Bad","Michael Jackson"
"1980","2.62","Years 1980-1989","Gee Whiz","Bernadette Peters"
"1980","5.52","Years 1980-1989","Rhythm Nation","Janet Jackson"
"1980","5.62","Years 1980-1989","If You Wanna Get Back Your Lady","The Pointer Sisters"
"1980","3.26","Years 1980-1989","Snake Eyes","The Alan Parsons Project"
"1980","4.08","Years 1980-1989","Who Do You Give Your Love To?","Michael Morales"
"1980","5.32","Years 1980-1989","Mandolin Rain","Bruce Hornsby & The Range"
"1980","4.88","Years 1980-1989","You Can't Get What You Want","Joe Jackson"
"1980","3.77","Years 1980-1989","I'm Free (Heaven Helps The Man)","Kenny Loggins"
"1980","3.41","Years 1980-1989","Dancing In The Street","David Bowie & Mick Jagger"
"1980","4.98","Years 1980-1989","Oh Father","Madonna"
"1980","3.99","Years 1980-1989","Some Days Are Diamonds (Some Days Are Stone)","John Denver"
"1980","3.73","Years 1980-1989","Let's Put The Fun Back In Rock N Roll","Freddy Cannon & The Belmonts"
"1980","4.85","Years 1980-1989","Still In The Game","Steve Winwood"
"1980","4.07","Years 1980-1989","Caribbean Queen (No More Love On The Run)","Billy Ocean"
"1980","5.61","Years 1980-1989","Dirty Laundry","Don Henley"
"1980","5.18","Years 1980-1989","One Vision","Queen"
"1980","4.69","Years 1980-1989","Fade Away","Bruce Springsteen"
"1980","3.7","Years 1980-1989","Spice Of Life","The Manhattan Transfer"
"1980","5.29","Years 1980-1989","Ooo La La La","Teena Marie"
"1980","4.16","Years 1980-1989","I Want To Be Your Man","Roger"
"1980","3.81","Years 1980-1989","Goodbye Is Forever","Arcadia"
"1980","4.23","Years 1980-1989","Leave It","Yes"
"1980","4.68","Years 1980-1989","Heaven Help Me","Deon Estus With George Michael"
"1980","4.89","Years 1980-1989","I Won't Hold You Back","Toto"
"1980","4.29","Years 1980-1989","It's Not Over ('til It's Over)","Starship"
"1980","5.56","Years 1980-1989","Go See The Doctor","Kool Moe Dee"
"1980","4.42","Years 1980-1989","Opposites Attract","Paula Abdul (Duet With The Wild Pair)"
"1980","3.05","Years 1980-1989","Walking Down Your Street","The Bangles"
"1980","5.6","Years 1980-1989","Let's Go 'round Again","Average White Band"
"1980","2.69","Years 1980-1989","Blessed Are The Believers","Anne Murray"
"1980","5.36","Years 1980-1989","Love In An Elevator","Aerosmith"
"1980","2.53","Years 1980-1989","She Looks A Lot Like You","Clocks"
"1980","4.63","Years 1980-1989","Muscles","Diana Ross"
"1980","4.03","Years 1980-1989","Kiss Me Deadly","Lita Ford"
"1980","2.84","Years 1980-1989","Star","""Earth, Wind & Fire"""
"1980","4.16","Years 1980-1989","The Lucky One","Laura Branigan"
"1980","3.45","Years 1980-1989","Someone Could Lose A Heart Tonight","Eddie Rabbitt"
"1980","3.62","Years 1980-1989","(Believed You Were) Lucky","'Til Tuesday"
"1980","3.99","Years 1980-1989","Take It On The Run","REO Speedwagon"
"1980","3.8","Years 1980-1989","The Way To Your Heart","Soulsister"
"1980","5.38","Years 1980-1989","In The Mood","Robert Plant"
"1980","8.84","Years 1980-1989","""Tonight, Tonight, Tonight""","Genesis"
"1980","4.12","Years 1980-1989","Money$ Too Tight (To Mention)","Simply Red"
"1980","5.26","Years 1980-1989","Same Old Lang Syne","Dan Fogelberg"
"1980","4.5","Years 1980-1989","Front Page Story","Neil Diamond"
"1980","4.11","Years 1980-1989","The Love In Your Eyes","Eddie Money"
"1980","4.02","Years 1980-1989","Rockin' Into The Night","38 Special"
"1980","3.9","Years 1980-1989","Lost In Love","Air Supply"
"1980","4.54","Years 1980-1989","Carrie","Europe"
"1980","3.3","Years 1980-1989","Stray Cat Strut","Stray Cats"
"1980","4.31","Years 1980-1989","Smooth Operator","Sade"
"1980","3.51","Years 1980-1989","19","Paul Hardcastle"
"1980","3.32","Years 1980-1989","Key Largo","Bertie Higgins"
"1980","3.96","Years 1980-1989","No One Like You","Scorpions"
"1980","2.92","Years 1980-1989","Sad Hearts","Four Tops"
"1980","4.14","Years 1980-1989","Masquerade","Berlin"
"1980","4.82","Years 1980-1989","What's The Matter Here?","""10,000 Maniacs"""
"1980","3.88","Years 1980-1989","Celebrate Youth","Rick Springfield"
"1980","4.26","Years 1980-1989","""Take My Breath Away (Love Theme From """"Top Gun"""")""","Berlin"
"1980","3.73","Years 1980-1989","It Takes Time","The Marshall Tucker Band"
"1980","4.6","Years 1980-1989","We Two","Little River Band"
"1980","5.96","Years 1980-1989","You Are In My System","The System"
"1980","4.07","Years 1980-1989","Staying Together","Debbie Gibson"
"1980","4.3","Years 1980-1989","Rocket 2 U","The Jets"
"1980","4.72","Years 1980-1989","Just As I Am","Air Supply"
"1980","3.21","Years 1980-1989","Let's Hang On","Barry Manilow"
"1980","2.98","Years 1980-1989","The Jam Was Moving","Debbie Harry"
"1980","3.46","Years 1980-1989","Carrie","Cliff Richard"
"1980","4.37","Years 1980-1989","Let's Hear It For The Boy","Deniece Williams"
"1980","3.63","Years 1980-1989","A View To A Kill","Duran Duran"
"1980","4.09","Years 1980-1989","Radio Free Europe","R.E.M."
"1980","5.48","Years 1980-1989","When The Heart Rules The Mind","GTR"
"1980","3.4","Years 1980-1989","Endless Nights","Eddie Money"
"1980","3.94","Years 1980-1989","Send Me An Angel","Real Life"
"1980","3.76","Years 1980-1989","Straight From The Heart","The Allman Brothers Band"
"1980","2.83","Years 1980-1989","Fall On Me","R.E.M."
"1980","5.44","Years 1980-1989","Fascinated","Company B"
"1980","4.06","Years 1980-1989","Don't Look Any Further","Dennis Edwards"
"1980","3.85","Years 1980-1989","Paper In Fire","John Mellencamp"
"1980","3.49","Years 1980-1989","Robert de Niro's Waiting","Bananarama"
"1980","5.18","Years 1980-1989","Nice Girls","Eye To Eye"
"1980","4.72","Years 1980-1989","A Little Is Enough","Pete Townshend"
"1980","4.12","Years 1980-1989","Dreamin' Of Love","Stevie B"
"1980","3.79","Years 1980-1989","I'm Happy Just To Dance With You","Anne Murray"
"1980","4.51","Years 1980-1989","Dancing On The Ceiling","Lionel Richie"
"1980","4.97","Years 1980-1989","Emotions In Motion","Billy Squier"
"1980","4.7","Years 1980-1989","A Good Heart","Feargal Sharkey"
"1980","4.19","Years 1980-1989","Love On A Two Way Street","Stacy Lattisaw"
"1980","3.71","Years 1980-1989","Rock The Casbah","The Clash"
"1980","4.13","Years 1980-1989","It's Money That Matters","Randy Newman"
"1980","3.16","Years 1980-1989","Without You","David Bowie"
"1980","4.83","Years 1980-1989","Lover","Michael Stanley Band"
"1980","4.4","Years 1980-1989","Make It Better (Forget About Me)","Tom Petty And The Heartbreakers"
"1980","4.78","Years 1980-1989","Land Of Confusion","Genesis"
"1980","4.95","Years 1980-1989","Midas Touch","Midnight Star"
"1980","4.83","Years 1980-1989","Love Will Find A Way","Yes"
"1980","4.25","Years 1980-1989","Lay Down Your Arms","The Graces"
"1980","3.79","Years 1980-1989","Sweet Baby","Stanley Clarke/George Duke"
"1980","3.54","Years 1980-1989","Romeo's Tune","Steve Forbert"
"1980","3.02","Years 1980-1989","My First Night Without You","Cyndi Lauper"
"1980","4.4","Years 1980-1989","Stranger In My Home Town","Foghat"
"1980","3.52","Years 1980-1989","Girls","Dwight Twilley"
"1980","4.86","Years 1980-1989","You Are The One","TKA"
"1980","3.47","Years 1980-1989","Let Me Go","The Rings"
"1980","3.9","Years 1980-1989","Not Enough Love In The World","Don Henley"
"1980","3.74","Years 1980-1989","I Heard It Through The Grapevine","The California Raisins"
"1980","4.43","Years 1980-1989","Cool Magic","The Steve Miller Band"
"1980","4.26","Years 1980-1989","Back In Black","AC/DC"
"1980","5.02","Years 1980-1989","Maneater","Daryl Hall John Oates"
"1980","4.32","Years 1980-1989","I Don't Like Mondays","The Boomtown Rats"
"1980","3.83","Years 1980-1989","Love Resurrection","Alison Moyet"
"1980","6.43","Years 1980-1989","Make Up Your Mind","Aurra"
"1980","4.62","Years 1980-1989","Let's Wait Awhile","Janet Jackson"
"1980","3.96","Years 1980-1989","Somebody's Watching Me","Rockwell"
"1980","4.66","Years 1980-1989","I'm Bad","LL Cool J"
"1980","3.68","Years 1980-1989","The Promise","When In Rome"
"1980","8.44","Years 1980-1989","Money For Nothing","Dire Straits"
"1980","5.37","Years 1980-1989","Another Day In Paradise","Phil Collins"
"1980","4.1","Years 1980-1989","Him","Rupert Holmes"
"1980","3.91","Years 1980-1989","Send Her My Love","Journey"
"1980","4.11","Years 1980-1989","Hands Tied","Scandal Featuring Patty Smyth"
"1980","3.15","Years 1980-1989","Set Me Free","Utopia"
"1980","3.86","Years 1980-1989","Holiday","Madonna"
"1980","3.94","Years 1980-1989","Running In The Family","Level 42"
"1980","3.78","Years 1980-1989","Destroyer","The Kinks"
"1980","3.24","Years 1980-1989","Somebody Save Me","Cinderella"
"1980","3.31","Years 1980-1989","Younger Days","Joe Fagin"
"1980","5.91","Years 1980-1989","Living On Video","Trans-X"
"1980","5.01","Years 1980-1989","""Run, Runaway""","Slade"
"1980","3.86","Years 1980-1989","This Is Not America","David Bowie/Pat Metheny Group"
"1980","4.14","Years 1980-1989","Right Between The Eyes","Wax"
"1980","4.16","Years 1980-1989","""Pay The Devil (Ooo, Baby, Ooo)""","The Knack"
"1980","6.69","Years 1980-1989","Mama Used To Say","Junior"
"1980","4.71","Years 1980-1989","On The Line","Tangier"
"1980","3.77","Years 1980-1989","Penny Lover","Lionel Richie"
"1980","4.32","Years 1980-1989","Everlasting Love","Howard Jones"
"1980","2.54","Years 1980-1989","It's Just The Sun","Don McLean"
"1980","3.05","Years 1980-1989","Is It Love","J.J. Fad"
"1980","4.89","Years 1980-1989","Let Me In","Eddie Money"
"1980","3.91","Years 1980-1989","What You Do To Me","Carl Wilson"
"1980","3.81","Years 1980-1989","Venus","Bananarama"
"1980","4.01","Years 1980-1989","Anotherloverholenyohead","Prince And The Revolution"
"1980","4.73","Years 1980-1989","There's Nothing Better Than Love","Luther Vandross with Gregory Hines"
"1980","3.82","Years 1980-1989","Back To School Again","Four Tops"
"1980","3.65","Years 1980-1989","Coming Around Again","Carly Simon"
"1980","4.19","Years 1980-1989","Ashes By Now","Rodney Crowell"
"1980","3.22","Years 1980-1989","I've Got A Rock N' Roll Heart","Eric Clapton"
"1980","4.22","Years 1980-1989","Love Zone","Billy Ocean"
"1980","3.57","Years 1980-1989","The Old Man Down The Road","John Fogerty"
"1980","4.12","Years 1980-1989","It's A Hard Life","Queen"
"1980","3.45","Years 1980-1989","Every Home Should Have One","Patti Austin"
"1980","3.87","Years 1980-1989","Rock Of Life","Rick Springfield"
"1980","3.99","Years 1980-1989","I Know What I Like","Huey Lewis & The News"
"1980","3.71","Years 1980-1989","You Give Love A Bad Name","Bon Jovi"
"1980","3.25","Years 1980-1989","Longer","Dan Fogelberg"
"1980","5.66","Years 1980-1989","Emotional Rescue","The Rolling Stones"
"1980","4.09","Years 1980-1989","Shake You Down","Gregory Abbott"
"1980","3.96","Years 1980-1989","Piece Of My Heart","Sammy Hagar"
"1980","4.43","Years 1980-1989","Colors","Ice-T"
"1980","3.98","Years 1980-1989","Cars","Gary Numan"
"1980","5.06","Years 1980-1989","Cherish","Madonna"
"1980","5.24","Years 1980-1989","French Kissin","Debbie Harry"
"1980","4.98","Years 1980-1989","Crazy About Her","Rod Stewart"
"1980","4.35","Years 1980-1989","Don't Make Me Over","Jennifer Warnes"
"1980","3.45","Years 1980-1989","You Don't Want Me Anymore","Steel Breeze"
"1980","4.07","Years 1980-1989","""Love Touch (Theme From """"Legal Eagles"""")""","Rod Stewart"
"1980","4.64","Years 1980-1989","Save Your Love","Great White"
"1980","3.47","Years 1980-1989","Give Me All Your Love","Whitesnake"
"1980","4.15","Years 1980-1989","""The More You Live, The More You Love""","A Flock Of Seagulls"
"1980","3.92","Years 1980-1989","I Gotta Try","Michael McDonald"
"1980","4.12","Years 1980-1989","Fantasy Girl","38 Special"
"1980","4.3","Years 1980-1989","I've Never Been To Me","Charlene"
"1980","3.54","Years 1980-1989","Church Of The Poison Mind","Culture Club"
"1980","6.84","Years 1980-1989","Let It All Blow","Dazz Band"
"1980","7.73","Years 1980-1989","Love Pains","Yvonne Elliman"
"1980","3.47","Years 1980-1989","Find A Way","Amy Grant"
"1980","4.39","Years 1980-1989","Someone Belonging To Someone","Bee Gees"
"1980","5.88","Years 1980-1989","Live To Tell","Madonna"
"1980","4.78","Years 1980-1989","Nothing Ever Goes As Planned","Styx"
"1980","5.29","Years 1980-1989","Hearts On Fire","Steve Winwood"
"1980","5.25","Years 1980-1989","Right Next To Me","Whistle"
"1980","3.75","Years 1980-1989","Turning Japanese","The Vapors"
"1980","5.1","Years 1980-1989","I Don't Care Anymore","Phil Collins"
"1980","5.47","Years 1980-1989","Shock The Monkey","Peter Gabriel"
"1980","6.12","Years 1980-1989","Power","The Temptations"
"1980","3.94","Years 1980-1989","My Girl","Donnie Iris"
"1980","5.06","Years 1980-1989","Little Red Corvette","Prince"
"1980","2.63","Years 1980-1989","Stop Your Sobbing","Pretenders"
"1980","5.07","Years 1980-1989","I Wouldn't Lie","Yarbrough & Peoples"
"1980","3.34","Years 1980-1989","Keep On Loving You","REO Speedwagon"
"1980","4.57","Years 1980-1989","Legs","ZZ Top"
"1980","6.62","Years 1980-1989","I Shoulda Loved Ya","Narada Michael Walden"
"1980","5.93","Years 1980-1989","Sweet Child O' Mine","Guns N' Roses"
"1980","4.98","Years 1980-1989","Satisfied Man","Molly Hatchet"
"1980","2.83","Years 1980-1989","Happy Together","The Nylons"
"1980","5.08","Years 1980-1989","Sail Away","The Temptations"
"1980","6.61","Years 1980-1989","Rocket","Def Leppard"
"1980","4.19","Years 1980-1989","Hello","Lionel Richie"
"1980","3.82","Years 1980-1989","That Was Yesterday","Foreigner"
"1980","3.72","Years 1980-1989","I Really Don't Need No Light","Jeffrey Osborne"
"1980","3.69","Years 1980-1989","Lay All Your Love On Me","Information Society"
"1980","3.86","Years 1980-1989","Shooting Star","Dollar"
"1980","3.17","Years 1980-1989","Girls With Guns","Tommy Shaw"
"1980","4.6","Years 1980-1989","""Say It, Say It""","E.G. Daily"
"1980","3.91","Years 1980-1989","The Power Of Love","Huey Lewis & The News"
"1980","3.17","Years 1980-1989","Say What","Jesse Winchester"
"1980","2.19","Years 1980-1989","Holiday Road","Lindsey Buckingham"
"1980","4.16","Years 1980-1989","American Heartbeat","Survivor"
"1980","3.7","Years 1980-1989","Your Love","The Outfield"
"1980","4.44","Years 1980-1989","I Want To Make The World Turn Around","The Steve Miller Band"
"1980","4.93","Years 1980-1989","Stop","Sam Brown"
"1980","4.66","Years 1980-1989","My Hometown","Bruce Springsteen"
"1980","4.31","Years 1980-1989","Hearts","Marty Balin"
"1980","6.65","Years 1980-1989","Dancing In Heaven (Orbital Be-Bop)","Q-feel"
"1980","5.17","Years 1980-1989","Stop To Love","Luther Vandross"
"1980","3","Years 1980-1989","Dirty Water","The Inmates"
"1980","5","Years 1980-1989","Who's Crying Now","Journey"
"1980","5.79","Years 1980-1989","Wind Him Up","Saga"
"1980","3.28","Years 1980-1989","Easy Love","Dionne Warwick"
"1980","3.32","Years 1980-1989","Show Some Respect","Tina Turner"
"1980","3.34","Years 1980-1989","Over My Head","Toni Basil"
"1980","4.22","Years 1980-1989","Thorn In My Side","Eurythmics"
"1980","4.02","Years 1980-1989","Love Is The Key","Maze Featuring Frankie Beverly"
"1980","3.53","Years 1980-1989","Don't Know Much","Linda Ronstadt (Featuring Aaron Neville)"
