"year","duration","years","track","artist"
"1980","3.82","Years 1980-1989","Overkill","Men At Work"
"1980","4.22","Years 1980-1989","Stranger In My House","Ronnie Milsap"
"1980","4.16","Years 1980-1989","Gemini Dream","The Moody Blues"
"1980","4.44","Years 1980-1989","Living In A Fantasy","Leo Sayer"
"1980","3.37","Years 1980-1989","Here She Comes","Bonnie Tyler"
"1980","3.27","Years 1980-1989","Turn On Your Radar","Prism"
"1980","3.6","Years 1980-1989","Holiday","Nazareth"
"1980","7.09","Years 1980-1989","Knocking At Your Back Door","Deep Purple"
"1980","4.27","Years 1980-1989","Now And Forever (You And Me)","Anne Murray"
"1980","4.46","Years 1980-1989","Who's Holding Donna Now","Debarge"
"1980","3.86","Years 1980-1989","If She Would Have Been Faithful. . .","Chicago"
"1980","2.85","Years 1980-1989","Wasted On The Way","""Crosby, Stills & Nash"""
"1980","3.4","Years 1980-1989","Crazy","Icehouse"
"1980","4.35","Years 1980-1989","Kiss Me In The Rain","Barbra Streisand"
"1980","4.35","Years 1980-1989","Give Me All Night","Carly Simon"
"1980","5.05","Years 1980-1989","Taxi","J. Blackfoot"
"1980","3.97","Years 1980-1989","Saving All My Love For You","Whitney Houston"
"1980","3.42","Years 1980-1989","Cool Places","Sparks & Jane Wiedlin"
"1980","5.24","Years 1980-1989","Time","The Alan Parsons Project"
"1980","4.92","Years 1980-1989","Don't Shed A Tear","Paul Carrack"
"1980","3.7","Years 1980-1989","Drop The Pilot","Joan Armatrading"
"1980","4.75","Years 1980-1989","Memphis","Joe Jackson"
"1980","4.22","Years 1980-1989","Ghost Town","Cheap Trick"
"1980","4.69","Years 1980-1989","She Was Hot","The Rolling Stones"
"1980","3.37","Years 1980-1989","Open Arms","Journey"
"1980","4.64","Years 1980-1989","(I Just) Died In Your Arms","Cutting Crew"
"1980","4.21","Years 1980-1989","Miss You Much","Janet Jackson"
"1980","3.71","Years 1980-1989","Too Shy","Kajagoogoo"
"1980","5.22","Years 1980-1989","Lay Your Hands On Me","Thompson Twins"
"1980","4.55","Years 1980-1989","Even Now","Bob Seger & The Silver Bullet Band"
"1980","4.37","Years 1980-1989","Do You Really Want To Hurt Me","Culture Club"
"1980","3.83","Years 1980-1989","I Melt With You","Modern English"
"1980","3.71","Years 1980-1989","Seven Wonders","Fleetwood Mac"
"1980","4.51","Years 1980-1989","I'll Find My Way Home","Jon & Vangelis"
"1980","5.01","Years 1980-1989","You Are","Lionel Richie"
"1980","4.54","Years 1980-1989","Walk Away","Donna Summer"
"1980","3.52","Years 1980-1989","Sexy Girl","Glenn Frey"
"1980","5.17","Years 1980-1989","The Final Countdown","Europe"
"1980","3.67","Years 1980-1989","Sometimes A Fantasy","Billy Joel"
"1980","4.73","Years 1980-1989","Unconditional Love","Donna Summer"
"1980","4.26","Years 1980-1989","New Song","Howard Jones"
"1980","2.92","Years 1980-1989","My Mistake","The Kingbees"
"1980","4.83","Years 1980-1989","Who Found Who","Jellybean Featuring Elisa Fiorillo"
"1980","3.81","Years 1980-1989","Finally","T.G. Sheppard"
"1980","5.02","Years 1980-1989","Only When You Leave","Spandau Ballet"
"1980","3.36","Years 1980-1989","Refugee","Tom Petty And The Heartbreakers"
"1980","4.45","Years 1980-1989","Englishman In New York","Sting"
"1980","4.11","Years 1980-1989","Never","Heart"
"1980","5.78","Years 1980-1989","I'll Be There For You","Bon Jovi"
"1980","3.85","Years 1980-1989","Be My Lady","Jefferson Starship"
"1980","3.54","Years 1980-1989","To All The Girls I've Loved Before","Julio Iglesias And Willie Nelson"
"1980","5.14","Years 1980-1989","Wanted Dead Or Alive","Bon Jovi"
"1980","5.93","Years 1980-1989","Like A Rock","Bob Seger"
"1980","3.27","Years 1980-1989","She Wants To Dance With Me","Rick Astley"
"1980","6.18","Years 1980-1989","Give It All You Got","Chuck Mangione"
"1980","4.12","Years 1980-1989","""When The Going Gets Tough, The Tough Get Going""","Billy Ocean"
"1980","4.43","Years 1980-1989","Rag Doll","Aerosmith"
"1980","3.93","Years 1980-1989","The Night","The Animals"
"1980","3.68","Years 1980-1989","One In A Million","The Romantics"
"1980","3.63","Years 1980-1989","The Longest Time","Billy Joel"
"1980","4.87","Years 1980-1989","Waiting For A Girl Like You","Foreigner"
"1980","5.62","Years 1980-1989","Secret Rendezvous","Karyn White"
"1980","4.58","Years 1980-1989","All She Wants Is","Duran Duran"
"1980","4.59","Years 1980-1989","Solid Rock","Goanna"
"1980","4.03","Years 1980-1989","Coming Down From Love","Bobby Caldwell"
"1980","5.91","Years 1980-1989","Patience","Guns N' Roses"
"1980","4.86","Years 1980-1989","Don't Stand So Close To Me '86","The Police"
"1980","3.1","Years 1980-1989","All Time High","Rita Coolidge"
"1980","4.72","Years 1980-1989","Flames Of Paradise","Jennifer Rush (Duet With Elton John)"
"1980","3.58","Years 1980-1989","Stand By Me","Mickey Gilley"
"1980","4.12","Years 1980-1989","Criticize","Alexander O'Neal"
"1980","3.59","Years 1980-1989","A Million Miles Away","The Plimsouls"
"1980","4.22","Years 1980-1989","Teach Me Tonight","Al Jarreau"
"1980","4.24","Years 1980-1989","Secrets","Mac Davis"
"1980","6.28","Years 1980-1989","Switchin' To Glide/This Beat Goes On","The Kings"
"1980","3.58","Years 1980-1989","Tired Of Toein' The Line","Rocky Burnette"
"1980","3.94","Years 1980-1989","Angel","Madonna"
"1980","4.6","Years 1980-1989","Blue Light","David Gilmour"
"1980","2.73","Years 1980-1989","Because Of You","The Cover Girls"
"1980","3.05","Years 1980-1989","Montego Bay","Amazulu"
"1980","5.87","Years 1980-1989","Fall In Love With Me","""Earth, Wind & Fire"""
"1980","3.23","Years 1980-1989","Trouble Me","""10,000 Maniacs"""
"1980","3.77","Years 1980-1989","Goodbye To You","Scandal Featuring Patty Smyth"
"1980","3.05","Years 1980-1989","You're My Girl","Franke & The Knockouts"
"1980","3.6","Years 1980-1989","Summer Of '69","Bryan Adams"
"1980","3.83","Years 1980-1989","The Last Mile","Cinderella"
"1980","3.93","Years 1980-1989","Just Between You And Me","April Wine"
"1980","4.57","Years 1980-1989","Foolin'","Def Leppard"
"1980","6.84","Years 1980-1989","The Other Side Of Life","The Moody Blues"
"1980","3.56","Years 1980-1989","Let Me Be","Korona"
"1980","4.52","Years 1980-1989","You Are My Everything","Surface"
"1980","5.89","Years 1980-1989","Soldier Of Love","Donny Osmond"
"1980","4.05","Years 1980-1989","Late In The Evening","Paul Simon"
"1980","4.22","Years 1980-1989","Party All The Time","Eddie Murphy"
"1980","3.97","Years 1980-1989","This One's For The Children","New Kids On The Block"
"1980","3.43","Years 1980-1989","The Devil Made Me Do It","Golden Earring"
"1980","3.76","Years 1980-1989","Elvira","The Oak Ridge Boys"
"1980","4.52","Years 1980-1989","State of Shock","The Jacksons"
"1980","3.68","Years 1980-1989","Working For The Weekend","Loverboy"
"1980","4.12","Years 1980-1989","No One In The World","Anita Baker"
"1980","5.31","Years 1980-1989","Original Sin","INXS"
"1980","5.71","Years 1980-1989","Shake It Up Tonight","Cheryl Lynn"
"1980","4.23","Years 1980-1989","Show Me","Pretenders"
"1980","5.12","Years 1980-1989","Hey Nineteen","Steely Dan"
"1980","4.04","Years 1980-1989","Don't Stand So Close To Me","The Police"
"1980","3.88","Years 1980-1989","Got A Hold On Me","Christine McVie"
"1980","4.69","Years 1980-1989","Boom Boom (Let's Go Back To My Room)","Paul Lekakis"
"1980","4.09","Years 1980-1989","Missing You","Diana Ross"
"1980","3.59","Years 1980-1989","Shake It Up","The Cars"
"1980","3.61","Years 1980-1989","New Girl Now","Honeymoon Suite"
"1980","5.3","Years 1980-1989","An Innocent Man","Billy Joel"
"1980","3.24","Years 1980-1989","Old Time Rock & Roll","Bob Seger & The Silver Bullet Band"
"1980","4.78","Years 1980-1989","Boy Blue","Cyndi Lauper"
"1980","5.52","Years 1980-1989","Rosanna","Toto"
"1980","4.38","Years 1980-1989","Didn't Know It Was Love","Survivor"
"1980","5.29","Years 1980-1989","Stone Cold","Rainbow"
"1980","4.44","Years 1980-1989","You Take Me Up","Thompson Twins"
"1980","4.32","Years 1980-1989","Check It Out","John Mellencamp"
"1980","3.09","Years 1980-1989","Go Insane","Lindsey Buckingham"
"1980","7.26","Years 1980-1989","The Men All Pause","Klymaxx"
"1980","3.63","Years 1980-1989","Maybe This Day","Kissing The Pink"
"1980","4.88","Years 1980-1989","Damned If I Do","The Alan Parsons Project"
"1980","3.65","Years 1980-1989","I Can't Wait","Nu Shooz"
"1980","3.96","Years 1980-1989","White Horse","Laid Back"
"1980","5.58","Years 1980-1989","You're Supposed To Keep Your Love For Me","Jermaine Jackson"
"1980","4.18","Years 1980-1989","Lipstick","Suzi Quatro"
"1980","4.58","Years 1980-1989","Slipstream","Allan Clarke"
"1980","4.03","Years 1980-1989","Sugar Walls","Sheena Easton"
"1980","4.11","Years 1980-1989","I Don't Want Your Love","Duran Duran"
"1980","3.19","Years 1980-1989","Holdin' On","Tane Cain"
"1980","4.08","Years 1980-1989","Animal","Def Leppard"
"1980","4.79","Years 1980-1989","Cum On Feel The Noize","Quiet Riot"
"1980","4.8","Years 1980-1989","I Don't Want To Talk About It","Rod Stewart"
"1980","3.44","Years 1980-1989","Rock And Roll Girls","John Fogerty"
"1980","2.77","Years 1980-1989","Somethin' 'Bout You Baby I Like","Glen Campbell & Rita Coolidge"
"1980","4.44","Years 1980-1989","Sweet Love","Anita Baker"
"1980","3.56","Years 1980-1989","Johnny Can't Read","Don Henley"
"1980","3.61","Years 1980-1989","Centerfold","The J. Geils Band"
"1980","6.42","Years 1980-1989","Let's Groove","""Earth, Wind & Fire"""
"1980","3.7","Years 1980-1989","Never Say Die (Give A Little Bit More)","Cliff Richard"
"1980","6.52","Years 1980-1989","Woman In Chains","Tears For Fears"
"1980","3.67","Years 1980-1989","Glamour Boys","Living Colour"
"1980","5.06","Years 1980-1989","Dead Giveaway","Shalamar"
"1980","4.19","Years 1980-1989","Run To Paradise","Choirboys"
"1980","3.43","Years 1980-1989","Cover Me","Bruce Springsteen"
"1980","3.48","Years 1980-1989","Summertime Girls","Y&T"
"1980","4.57","Years 1980-1989","Her Town Too","James Taylor & J.D. Souther"
"1980","3.82","Years 1980-1989","Human","The Human League"
"1980","5.13","Years 1980-1989","Tina Cherry","Georgio"
"1980","3.9","Years 1980-1989","One More Time For Love","Billy Preston & Syreeta"
"1980","2.46","Years 1980-1989","Are We Ourselves?","The Fixx"
"1980","5.42","Years 1980-1989","Rockit","Herbie Hancock"
"1980","3.78","Years 1980-1989","I'm Alive","Electric Light Orchestra"
"1980","3.35","Years 1980-1989","All I Wanted","Kansas"
"1980","3.25","Years 1980-1989","Sara","Bill Champlin"
"1980","4.72","Years 1980-1989","Someone","El DeBarge"
"1980","3.6","Years 1980-1989","Wake Up My Love","George Harrison"
"1980","3.81","Years 1980-1989","Dangerous","Roxette"
"1980","5.84","Years 1980-1989","Industrial Disease","Dire Straits"
"1980","4.41","Years 1980-1989","Silent Morning","Noel"
"1980","4.98","Years 1980-1989","King Of Pain","The Police"
"1980","3.47","Years 1980-1989","Cross My Heart","Eighth Wonder"
"1980","5.02","Years 1980-1989","Major Tom (Coming Home)","Peter Schilling"
"1980","5.56","Years 1980-1989","""Get Outta My Dreams, Get Into My Car""","Billy Ocean"
"1980","4.36","Years 1980-1989","Let's Go!","Wang Chung"
"1980","4.32","Years 1980-1989","Tender Lover","Babyface"
"1980","3.96","Years 1980-1989","We Live For Love","Pat Benatar"
"1980","3.96","Years 1980-1989","Two Of Hearts","Stacey Q"
"1980","2.92","Years 1980-1989","Whirly Girl","Oxo"
"1980","4.82","Years 1980-1989","I Feel Free","Belinda Carlisle"
"1980","4.38","Years 1980-1989","Don't You (Forget About Me)","Simple Minds"
"1980","3.98","Years 1980-1989","Shine On","L.T.D."
"1980","4.28","Years 1980-1989","Typical Male","Tina Turner"
"1980","4.32","Years 1980-1989","Goodbye","Night Ranger"
"1980","4.73","Years 1980-1989","One Hit (To The Body)","The Rolling Stones"
"1980","4.2","Years 1980-1989","""My, Oh My""","Slade"
"1980","4.88","Years 1980-1989","Tender Is The Night","Jackson Browne"
"1980","3.38","Years 1980-1989","Test Of Time","The Romantics"
"1980","4.15","Years 1980-1989","Separate Lives","Phil Collins and Marilyn Martin"
"1980","4.7","Years 1980-1989","Shining Star","The Manhattans"
"1980","4.39","Years 1980-1989","Tug Of War","Paul McCartney"
"1980","3.87","Years 1980-1989","Back And Forth","Cameo"
"1980","3.91","Years 1980-1989","Fools Game","Michael Bolton"
"1980","3.49","Years 1980-1989","Velcro Fly","ZZ Top"
"1980","3.14","Years 1980-1989","Black Cars","Gino Vannelli"
"1980","4.35","Years 1980-1989","Living Eyes","Bee Gees"
"1980","3.06","Years 1980-1989","Sea Of Love","The Honeydrippers"
"1980","3.22","Years 1980-1989","The Smile Has Left Your Eyes","Asia"
"1980","4.96","Years 1980-1989","Can You Stand The Rain","New Edition"
"1980","2.74","Years 1980-1989","Let My Love Open The Door","Pete Townshend"
"1980","3.63","Years 1980-1989","I Wouldn't Have Missed It For The World","Ronnie Milsap"
"1980","4.64","Years 1980-1989","Mixed Emotions","The Rolling Stones"
"1980","5.18","Years 1980-1989","It's A Love Thing","The Whispers"
"1980","5.06","Years 1980-1989","Come Give Your Love To Me","Janet Jackson"
"1980","3.71","Years 1980-1989","This Little Girl","Gary U.S. Bonds"
"1980","4.73","Years 1980-1989","Count Your Blessings","Ashford & Simpson"
"1980","3.31","Years 1980-1989","Share Your Love With Me","Kenny Rogers"
"1980","5.14","Years 1980-1989","Hard Times For Lovers","Jennifer Holliday"
"1980","3.49","Years 1980-1989","So In Love","Orchestral Manoeuvres In The Dark"
"1980","4.73","Years 1980-1989","All American Girls","Sister Sledge"
"1980","4.39","Years 1980-1989","Sussudio","Phil Collins"
"1980","4.47","Years 1980-1989","Good Friends","Joni Mitchell"
"1980","2.9","Years 1980-1989","Bobbie Sue","The Oak Ridge Boys"
"1980","4.1","Years 1980-1989","The Best Of Me","David Foster And Olivia Newton-John"
"1980","4.33","Years 1980-1989","Talk To Myself","Christopher Williams"
"1980","3.39","Years 1980-1989","Hang On Now","Kajagoogoo"
"1980","4.34","Years 1980-1989","Sex As A Weapon","Pat Benatar"
"1980","3.91","Years 1980-1989","Cherish","Kool & The Gang"
"1980","6.84","Years 1980-1989","Can You Feel The Beat","Lisa Lisa And Clult Jam With Full Force"
"1980","3.48","Years 1980-1989","West Coast Summer Nights","Tony Carey"
"1980","6.02","Years 1980-1989","Beyond","Herb Alpert"
"1980","4.72","Years 1980-1989","He'll Never Love You (Like I Do)","Freddie Jackson"
"1980","3.87","Years 1980-1989","Don't Shut Me Out","Kevin Paige"
"1980","4.47","Years 1980-1989","Missionary Man","Eurythmics"
"1980","2.67","Years 1980-1989","Cheap Sunglasses","ZZ Top"
"1980","2.89","Years 1980-1989","Stay In Time","Off Broadway USA"
"1980","3.85","Years 1980-1989","Back On The Chain Gang","Pretenders"
"1980","4.03","Years 1980-1989","Downtown Train","Patty Smyth"
"1980","3.58","Years 1980-1989","Too Late For Goodbyes","Julian Lennon"
"1980","4.23","Years 1980-1989","Break It Up","Foreigner"
"1980","4.16","Years 1980-1989","Show Me The Way","Regina Belle"
"1980","3.79","Years 1980-1989","Always","Firefall"
"1980","4.65","Years 1980-1989","Keeping The Faith","Billy Joel"
"1980","3.76","Years 1980-1989","Say You Really Want Me","Kim Wilde"
"1980","4.99","Years 1980-1989","Love T.K.O.","Teddy Pendergrass"
"1980","4.59","Years 1980-1989","Here I Go Again","Whitesnake"
"1980","3.44","Years 1980-1989","I Don't Know Where To Start","Eddie Rabbitt"
"1980","3.82","Years 1980-1989","Angel Of Harlem","U2"
"1980","5.01","Years 1980-1989","System Of Survival","""Earth, Wind & Fire"""
"1980","5.32","Years 1980-1989","Fame","Irene Cara"
"1980","3.45","Years 1980-1989","Rock This Town","Stray Cats"
"1980","3.09","Years 1980-1989","I Want Action","Poison"
"1980","4.97","Years 1980-1989","In Too Deep","Genesis"
"1980","2.88","Years 1980-1989","It's All I Can Do","Anne Murray"
"1980","4.25","Years 1980-1989","Whatcha Gonna Do","Chilliwack"
"1980","3.06","Years 1980-1989","My Heroes Have Always Been Cowboys","Willie Nelson"
"1980","3.88","Years 1980-1989","Pop Goes The World","Men Without Hats"
"1980","3.89","Years 1980-1989","I Think It's Love","Jermaine Jackson"
"1980","3.66","Years 1980-1989","Cold Love","Donna Summer"
"1980","4.09","Years 1980-1989","Somewhere","Barbra Streisand"
"1980","4.45","Years 1980-1989","Charm The Snake","Christopher Cross"
"1980","4.86","Years 1980-1989","Angel In Blue","The J. Geils Band"
"1980","3.54","Years 1980-1989","Just Got Paid","Johnny Kemp"
"1980","3.55","Years 1980-1989","Dreamer","Supertramp"
"1980","5.93","Years 1980-1989","Wild Horses","Gino Vannelli"
"1980","4.49","Years 1980-1989","Stuck With You","Huey Lewis & The News"
"1980","3.31","Years 1980-1989","""Yes, I'm Ready""","Teri DeSario With K.C."
"1980","4.96","Years 1980-1989","Old-Fashion Love","Commodores"
"1980","4.49","Years 1980-1989","All She Wants to Do Is Dance","Don Henley"
"1980","4.22","Years 1980-1989","Neutron Dance","The Pointer Sisters"
"1980","4.61","Years 1980-1989","Me So Horny","The 2 Live Crew"
"1980","5.01","Years 1980-1989","You Like Me Don't You","Jermaine Jackson"
"1980","5.28","Years 1980-1989","The Voice","The Moody Blues"
"1980","2.94","Years 1980-1989","Say You'll Be Mine","Christopher Cross"
"1980","6.74","Years 1980-1989","I Wonder If I Take You Home","Lisa Lisa And Clult Jam With Full Force"
"1980","3.89","Years 1980-1989","Edge of a Dream","Joe Cocker"
"1980","4.92","Years 1980-1989","Do You Wanna Get Away","Shannon"
"1980","4.72","Years 1980-1989","Baby Jane","Rod Stewart"
"1980","3.86","Years 1980-1989","Nothing's Gonna Change My Love For You","Glenn Medeiros"
"1980","4.07","Years 1980-1989","Bring It All Back","Grayson Hugh"
"1980","3.43","Years 1980-1989","Ladies Night","Kool & The Gang"
"1980","4.7","Years 1980-1989","Catching The Sun","Spyro Gyra"
"1980","5.33","Years 1980-1989","Cuts Like A Knife","Bryan Adams"
"1980","4.6","Years 1980-1989","Forget Me Nots","Patrice Rushen"
"1980","4.98","Years 1980-1989","Stay With Me Tonight","Jeffrey Osborne"
"1980","4.13","Years 1980-1989","Honestly","Stryper"
"1980","4.71","Years 1980-1989","Stand Up","David Lee Roth"
"1980","3.65","Years 1980-1989","If The Love Fits Wear It","Leslie Pearl"
"1980","5.11","Years 1980-1989","Do I Do","Stevie Wonder"
"1980","3.48","Years 1980-1989","I Don't Need You","Kenny Rogers"
"1980","3.76","Years 1980-1989","Jimmy Mack","Sheena Easton"
"1980","3.97","Years 1980-1989","Taking It All Too Hard","Genesis"
"1980","3.55","Years 1980-1989","Get Down On It","Kool & The Gang"
"1980","4.34","Years 1980-1989","The Great Commandment","Camouflage"
"1980","3.49","Years 1980-1989","Goody Two Shoes","Adam Ant"
"1980","4.03","Years 1980-1989","Jump","Van Halen"
"1980","5.52","Years 1980-1989","Open Letter (To A Landlord)","Living Colour"
"1980","5.27","Years 1980-1989","Fascination Street","The Cure"
"1980","4.62","Years 1980-1989","Have You Ever Loved Somebody","Freddie Jackson"
"1980","4.54","Years 1980-1989","Only You","Commodores"
"1980","4.72","Years 1980-1989","Pretending","Eric Clapton"
"1980","5.03","Years 1980-1989","Wait For You","Bonham"
"1980","3.39","Years 1980-1989","Save The Night For Me","Maureen Steele"
"1980","4.54","Years 1980-1989","Juicy Fruit","Mtume"
"1980","3.74","Years 1980-1989","Simple","Johnny Mathis"
"1980","4.37","Years 1980-1989","With Every Beat Of My Heart","Taylor Dayne"
"1980","3.64","Years 1980-1989","Rain In May","Max Werner"
"1980","4.11","Years 1980-1989","Cry Wolf","a-ha"
"1980","6.91","Years 1980-1989","Tonight Is What It Means To Be Young","Fire Inc."
"1980","3.17","Years 1980-1989","Lonely Eyes","Robert John"
"1980","6.1","Years 1980-1989","Forever Mine","The O'Jays"
"1980","4.82","Years 1980-1989","Rough Boy","ZZ Top"
"1980","4.19","Years 1980-1989","""Girl, Don't Let It Get You Down""","The O'Jays"
"1980","3.92","Years 1980-1989","Talking In Your Sleep","The Romantics"
"1980","3.34","Years 1980-1989","""Wynken, Blynken And Nod""","The Doobie Brothers"
"1980","3.97","Years 1980-1989","Invisible","Alison Moyet"
"1980","4.02","Years 1980-1989","""Say You, Say Me""","Lionel Richie"
"1980","3.26","Years 1980-1989","Far From Over","Frank Stallone"
"1980","3.79","Years 1980-1989","Wondering Where The Lions Are","Bruce Cockburn"
"1980","5.78","Years 1980-1989","Why Should I Cry?","Nona Hendryx"
"1980","3.88","Years 1980-1989","Eaten Alive","Diana Ross"
"1980","4.31","Years 1980-1989","Heart Don't Fail Me Now","Holly Knight"
"1980","3.91","Years 1980-1989","Got My Mind Set On You","George Harrison"
"1980","4","Years 1980-1989","When We Was Fab","George Harrison"
"1980","4.15","Years 1980-1989","Hold On To My Love","Jimmy Ruffin"
"1980","4.12","Years 1980-1989","Perfect World","Huey Lewis & The News"
"1980","4.53","Years 1980-1989","Make Love Stay","Dan Fogelberg"
"1980","5.3","Years 1980-1989","Lies","Jonathan Butler"
"1980","3.33","Years 1980-1989","One Good Reason","Paul Carrack"
"1980","2.45","Years 1980-1989","Sunshine In The Shade","The Fixx"
"1980","2.56","Years 1980-1989","Tainted Love","Soft Cell"
"1980","4.87","Years 1980-1989","Who Says","Device"
"1980","3.34","Years 1980-1989","My Brave Face","Paul McCartney"
"1980","4","Years 1980-1989","American Music","The Pointer Sisters"
"1980","4.08","Years 1980-1989","Twilight World","Swing Out Sister"
"1980","4.92","Years 1980-1989","""My Fantasy (From """"Do The Right Thing"""")""","Teddy Riley Featuring Guy"
"1980","3.7","Years 1980-1989","Stay True","Sly Fox"
"1980","5.03","Years 1980-1989","Lost In You","Rod Stewart"
"1980","4.81","Years 1980-1989","When The Night Comes","Joe Cocker"
"1980","3.81","Years 1980-1989","Seasons Of The Heart","John Denver"
"1980","7.26","Years 1980-1989","Controversy","Prince"
"1980","4.95","Years 1980-1989","Dancin' In The Key Of Life","Steve Arrington"
"1980","4.68","Years 1980-1989","Southern Cross","""Crosby, Stills & Nash"""
"1980","4.69","Years 1980-1989","Allies","Heart"
"1980","3.54","Years 1980-1989","Sweet Merilee","Donnie Iris"
"1980","4.78","Years 1980-1989","Let It Whip","Dazz Band"
"1980","4.32","Years 1980-1989","Life In A Northern Town","The Dream Academy"
"1980","4.18","Years 1980-1989","If Love Should Go","Streets"
"1980","4.72","Years 1980-1989","If We Never Meet Again","Tommy Conwell And The Young Rumblers"
"1980","4.75","Years 1980-1989","Never Can Say Goodbye","The Communards"
"1980","4.77","Years 1980-1989","Price Of Love","Bad English"
"1980","5.02","Years 1980-1989","The Lover In Me","Sheena Easton"
"1980","4.68","Years 1980-1989","Dirty Diana","Michael Jackson"
"1980","3.91","Years 1980-1989","Drive","The Cars"
"1980","4.59","Years 1980-1989","Sleepwalk","Larry Carlton"
"1980","4.06","Years 1980-1989","Somewhere Down The Road","Barry Manilow"
"1980","4.45","Years 1980-1989","In And Out Of Love","Bon Jovi"
"1980","4.75","Years 1980-1989","One Moment In Time","Whitney Houston"
"1980","4.99","Years 1980-1989","Happy Hour","Deodato"
"1980","5.55","Years 1980-1989","We Could Be Together","Debbie Gibson"
"1980","5.2","Years 1980-1989","So Far Away","Dire Straits"
"1980","4.05","Years 1980-1989","Easy For You To Say","Linda Ronstadt"
"1980","4.93","Years 1980-1989","Forget Me Not","Bad English"
"1980","6.31","Years 1980-1989","Freedom","The Pointer Sisters"
"1980","4.47","Years 1980-1989","Steppin' Out","Joe Jackson"
"1980","3.17","Years 1980-1989","Heartline","Robin George"
"1980","4.53","Years 1980-1989","Into The Night","Benny Mardones"
"1980","4.6","Years 1980-1989","After The Fire","Roger Daltrey"
"1980","5.44","Years 1980-1989","Don't Push It Don't Force It","Leon Haywood"
"1980","3.89","Years 1980-1989","The Monkey Time","The Tubes"
"1980","2.84","Years 1980-1989","I Need You","Paul Carrack"
"1980","4.51","Years 1980-1989","Can't Wait Another Minute","Five Star"
"1980","5.28","Years 1980-1989","Bang Your Head (Metal Health)","Quiet Riot"
"1980","5.17","Years 1980-1989","Naughty Girls (Need Love Too)","Samantha Fox"
"1980","3.43","Years 1980-1989","I Send A Message","INXS"
"1980","4.37","Years 1980-1989","Kiss The Bride","Elton John"
"1980","3.42","Years 1980-1989","Just Can't Wait","The J. Geils Band"
"1980","3.22","Years 1980-1989","Stand","R.E.M."
"1980","6.62","Years 1980-1989","I Know You're Out There Somewhere","The Moody Blues"
"1980","4.03","Years 1980-1989","Touch A Four Leaf Clover","Atlantic Starr"
"1980","4.41","Years 1980-1989","I Wish I Had A Girl","Henry Lee Summer"
"1980","5.31","Years 1980-1989","Love Struck","Jesse Johnson"
"1980","4.26","Years 1980-1989","Best Of Times","Peter Cetera"
"1980","3.53","Years 1980-1989","Cryin'","Vixen"
"1980","5.62","Years 1980-1989","Freedom Overspill","Steve Winwood"
"1980","5.34","Years 1980-1989","Like A Child","Noel"
"1980","4.61","Years 1980-1989","(You're My One And Only) True Love","Seduction"
"1980","4.32","Years 1980-1989","Just A Gigolo/I Ain't Got Nobody","David Lee Roth"
"1980","4.25","Years 1980-1989","Three Times In Love","Tommy James"
"1980","5.88","Years 1980-1989","When Doves Cry","Prince"
"1980","3.81","Years 1980-1989","Almost Paradise...Love Theme From Footloose","Mike Reno And Ann Wilson"
"1980","3.95","Years 1980-1989","In My House","Mary Jane Girls"
"1980","7.36","Years 1980-1989","LET's PRETEND WE'rE MARRIED","Prince"
"1980","4.22","Years 1980-1989","Cherokee","Europe"
"1980","5.22","Years 1980-1989","Nothin' To Hide","Poco"
"1980","4.54","Years 1980-1989","Jam Tonight","Freddie Jackson"
"1980","5.15","Years 1980-1989","Angel","Aerosmith"
"1980","3.69","Years 1980-1989","We Belong","Pat Benatar"
"1980","3.64","Years 1980-1989","The Goonies `R' Good Enough","Cyndi Lauper"
"1980","4.27","Years 1980-1989","If You Love Somebody Set Them Free","Sting"
"1980","3.97","Years 1980-1989","Girls Just Want To Have Fun","Cyndi Lauper"
"1980","3.48","Years 1980-1989","Walking In My Sleep","Roger Daltrey"
"1980","3.01","Years 1980-1989","Your Mama Don't Dance","Poison"
"1980","4.21","Years 1980-1989","Touch Me Tonight","Shooting Star"
"1980","10.86","Years 1980-1989","Chloe","Elton John"
"1980","3.99","Years 1980-1989","Dreaming","Orchestral Manoeuvres In The Dark"
"1980","4.17","Years 1980-1989","When The Rain Begins To Fall","Jermaine Jackson & Pia Zadora"
"1980","2.97","Years 1980-1989","Don't Try To Stop It","Roman Holliday"
"1980","3.72","Years 1980-1989","Crying","Don McLean"
"1980","3.37","Years 1980-1989","I Feel The Magic","Belinda Carlisle"
"1980","5.59","Years 1980-1989","Everything Must Change","Paul Young"
"1980","3.35","Years 1980-1989","Bad Boys","Wham! U.K."
"1980","4.95","Years 1980-1989","The Gigolo","O'Bryan"
"1980","4.1","Years 1980-1989","Are You Sure","So"
"1980","3.22","Years 1980-1989","Shaddap You Face","Joe Dolce"
"1980","5.28","Years 1980-1989","Beat's So Lonely","Charlie Sexton"
"1980","4.16","Years 1980-1989","Never Be The Same","Christopher Cross"
"1980","4.27","Years 1980-1989","Your Smile","Rene & Angela"
"1980","4.02","Years 1980-1989","Mega Force","707"
"1980","2.55","Years 1980-1989","Get Closer","Linda Ronstadt"
"1980","3.88","Years 1980-1989","Say It's Gonna Rain","Will To Power"
"1980","3.87","Years 1980-1989","September Morn'","Neil Diamond"
"1980","4.93","Years 1980-1989","Draw Of The Cards","Kim Carnes"
"1980","5.78","Years 1980-1989","Love Bites","Def Leppard"
